Fund House,Funds,Category,Rating,AUM(in Rs. cr),ExpenseRatio (%),inception_date,Benchmark Index,NAV,52 WeekHigh (NAV),52 WeekLow (NAV),Return (%)1 mo,Return (%)3 mo,Return (%)6 mo,Return (%)1 yr,Return (%)2 yrs,Return (%)3 yrs,Return (%)5 yrs,Return (%)10 yrs,Turnover Ratio (%),No. of Stocks,Avg. Market Cap(in Rs. cr),Large Cap(%),Mid Cap(%),Small Cap(%),Highest Sector,Avg. Maturity(in yrs),Mod. Duration(in yrs),Yield To Maturity (%),Alpha,Sharpe,Sortino,Beta,Standard Deviation,classification,category_average_return_1year,category_average_return_3years,Exit_load_Remarks
HDFC Mutual Fund,HDFC NIFTY Next 50 Index Fund-Reg(G),EQ-INDX,Unrated,378.4,0.8,3-Nov-21,NIFTY NEXT 50 - TRI,9.77,10.6,8.26,-4.9,6.25,-3.04,-,-,-,-,-,-,50,83390,88.26,11.97,-,Financials,-,-,-,-,-,-,-,-,Equity : Index Funds,-2.76,15.7,Nil
HDFC Mutual Fund,HDFC NIFTY100 Low Volatility 30 ETF,EQ-ETF,Unrated,-,-,11-Oct-22,Nifty100 Low Volatility 30 - TRI,128.7,128.7,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Equity : ETFs,-3.32,12.35,null
HDFC Mutual Fund,HDFC NIFTY100 Quality 30 ETF,EQ-ETF,Unrated,10.4,0.3,23-Sep-22,NIFTY100 Quality 30 - TRI,38.5,38.58,37.62,-,-,-,-,-,-,-,-,-,30,193184,94.8,4.77,-,FMCG,-,-,-,-,-,-,-,-,Equity : ETFs,-3.32,12.35,null
HDFC Mutual Fund,HDFC NIFTY200 Momentum 30 ETF,EQ-ETF,Unrated,-,-,11-Oct-22,Nifty200 Momentum 30 - TRI,194.65,194.77,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Equity : ETFs,-3.32,12.35,null
HDFC Mutual Fund,HDFC NIFTY50 Equal Weight Index Fund-Reg(G),EQ-INDX,Unrated,503.7,1.08,20-Aug-21,NIFTY50 Equal Weight - TRI,11,11.46,9.44,-1.15,7.76,1.65,-3.4,-,-,-,-,-,50,192733,100.04,-,-,Financials,-,-,-,0.98,-0.23,-0.37,0.92,17.79,Equity : Index Funds,-2.76,15.7,NIL
HDFC Mutual Fund,HDFC NIFTY50 Value 20 ETF,EQ-ETF,Unrated,15.1,0.15,23-Sep-22,Nifty50 Value 20 - TRI,87.57,87.92,84.55,-,-,-,-,-,-,-,-,-,20,321242,99,-,-,Technology,-,-,-,-,-,-,-,-,Equity : ETFs,-3.32,12.35,null
HDFC Mutual Fund,HDFC Overnight Fund(G),DT-ON,3,18038.3,0.2,6-Feb-02,CRISIL Overnight Index,3215.31,3215.31,3091.5,0.47,1.31,2.35,4.01,3.49,3.54,4.49,5.87,0,-,-,-,-,-,-,0.01,0.01,6.04,0.4,4.71,5.34,-,0.09,Debt : Overnight,4.1,3.6,Nil
HDFC Mutual Fund,HDFC Retirement Savings Fund-Equity Plan-Reg(G),HY-SOL,5,2407,2.17,25-Feb-16,NIFTY 500 - TRI,30.2,31.07,25.98,-1.17,7.25,3.48,-0.43,31.81,21.54,13.21,-,17.17,68,62571,46.67,10.24,30.45,Financials,-,-,-,-0.83,-0.07,-0.11,0.59,16.16,Hybrid : Solution Oriented,-1.53,19.02,NIL - Upon completion of Lock-in Period
HDFC Mutual Fund,HDFC Retirement Savings Fund-Hybrid-Debt Plan-Reg(G),HY-SOL,2,144.6,2.15,25-Feb-16,NIFTY 50 Hybrid Composite Debt 15:85 Index,16.75,16.96,15.89,-0.43,2.65,2.77,2.41,7.6,7.51,6.03,-,0,47,89288,13.61,1.8,5.72,Financials,8.09,4.7,7.19,-0.1,-0.11,-0.17,0.71,3.84,Hybrid : Solution Oriented,-1.53,19.02,NIL - Upon completion of Lock-in Period
HDFC Mutual Fund,HDFC Retirement Savings Fund-Hybrid-Equity Plan-Reg(G),HY-SOL,4,873,2.39,25-Feb-16,NIFTY 50 Hybrid Composite Debt 65:35 Index,25.44,26.07,22.81,-0.65,5.21,3.05,-1.95,20.44,15.03,10.6,-,11.21,58,75322,37.48,7.88,21.13,Financials,3.12,2.02,6.73,-3.25,-0.3,-0.46,0.62,12.01,Hybrid : Solution Oriented,-1.53,19.02,NIL - Upon completion of Lock-in Period
HDFC Mutual Fund,HDFC S&P BSE Sensex ETF,EQ-ETF,Unrated,286.5,0.05,9-Dec-15,S&P BSE SENSEX - TRI,641.31,658.11,555.73,0.22,8.4,4.09,-3.34,22.21,15.74,13.86,-,35.2,30,483569,99.76,-,-,Financials,-,-,-,1.74,-0.21,-0.34,1,18.24,Equity : ETFs,-3.32,12.35,null
HDFC Mutual Fund,HDFC Short Term Debt Fund(G),DT-SD,5,13516.4,0.76,25-Jun-10,Crisil Short Term Bond Fund Index,26.01,26.02,25.32,0.12,1.14,1.58,2.69,3.7,6.14,6.77,7.81,0,-,-,-,-,-,-,2.74,1.72,7.21,0.08,-0.03,-0.04,0.24,1.1,Debt : Short Duration,2.89,5.39,Nil
HDFC Mutual Fund,HDFC Silver ETF,GOLD-ETF,Unrated,21.6,0.4,2-Sep-22,Silver,54.99,60.44,51.9,1.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold : ETFs,-3.32,12.35,null
HDFC Mutual Fund,HDFC Silver FoF-Reg(G),GOLD-MF,Unrated,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold : MFs,3.72,7.87,2% before 6M and 1% after 6M but on or before 12M Nil after 12M
HDFC Mutual Fund,HDFC Small Cap Fund-Reg(G),EQ-SML,2,13879.9,1.88,3-Apr-08,S&P BSE 250 Small Cap - TRI,76.59,79.18,61.07,-0.2,11.18,3.62,-1,41.89,25.5,13.8,17.75,11.03,68,7326,3.78,8.85,81.22,Financials,-,-,-,3.05,-0.08,-0.11,0.82,19.88,Equity : Small Cap,2.94,30.51,1% on or before 1Y Nil after 1Y
HDFC Mutual Fund,HDFC TaxSaver(G),EQ-ELSS,2,9593.5,1.88,31-Mar-96,NIFTY 500 - TRI,789.99,810.38,671.2,0.28,9.13,6.17,2.75,30.21,16.28,9.16,12.96,54.78,36,183366,86.47,7.26,1.8,Financials,-,-,-,6.8,0.13,0.21,0.85,16.26,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
HDFC Mutual Fund,HDFC Top 100 Fund(G),EQ-LC,1,21379.2,1.78,3-Sep-96,NIFTY 100 - TRI,722.29,744.13,626.64,-0.35,7.82,3.28,-1.15,28.19,14.4,10.62,12.77,16.12,54,292174,87.77,6.77,-,Financials,-,-,-,3.45,-0.09,-0.15,0.91,17.13,Equity : Large Cap,-3.51,14.3,1% on or before 1Y Nil after 1Y
HDFC Mutual Fund,HDFC Ultra Short Term Fund-Reg(G),DT-USD,4,13115,0.64,24-Sep-18,CRISIL Ultra Short Term Debt Index,12.54,12.54,12.08,0.36,1.15,2.03,3.81,3.75,4.74,-,-,0,-,-,-,-,-,-,0.42,0.4,6.85,1.13,3.39,5.27,0.04,0.33,Debt : Ultra Short Duration,3.68,4.48,Nil
HSBC Mutual Fund,HSBC Asia Pacific (Ex Japan) DYF-Reg(G),FOF-OVR,Unrated,7.2,2.1,24-Feb-14,MSCI Asia (ex-Japan) Standard Index,15.6,20.02,15.35,-5.45,-8.6,-16.49,-17.61,-1.06,1.79,3.18,-,23,-,-,-,-,-,-,-,-,-,-22.38,-1.36,-2.32,-0.15,16.44,FoFs : Overseas,-21.18,4.44,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Brazil Fund(G),FOF-OVR,Unrated,28.5,2.44,6-May-11,MSCI Brazil 10/40 Index,6.96,7.82,5.39,8.16,20.8,-5.99,7.13,6.86,-7.24,-2.64,-3.01,3,-,-,-,-,-,-,-,-,-,9.93,0.27,0.45,-0.25,37.67,FoFs : Overseas,-21.18,4.44,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Cash Fund(G),DT-LIQ,2,3127.9,0.22,1-Jun-04,Crisil Liquid Fund Index,2161.68,2161.68,2074.82,0.46,1.32,2.4,4.19,3.67,3.95,5.22,6.73,0,-,-,-,-,-,-,0.12,0.12,6.27,0.63,5,7.44,0.01,0.13,Debt : Liquid,4.1,3.86,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
HSBC Mutual Fund,HSBC Corporate Bond Fund-Reg(G),DT-CORP,1,171.8,0.76,29-Sep-20,Nifty Short Duration Debt Index,10.63,10.64,10.44,0.06,0.81,0.67,1.41,2.81,-,-,-,0,-,-,-,-,-,-,1.5,1.31,7.16,-1.16,-1.02,-1.29,0.27,1.27,Debt : Corporate Bond,2.2,5.79,Nil
HSBC Mutual Fund,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Reg(G),DT-M&LD,Unrated,1622.7,0.44,31-Mar-22,CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028,10.05,10.12,9.77,-0.25,1.13,1.29,-,-,-,-,-,0,-,-,-,-,-,-,4.98,4,7.53,-,-,-,-,-,Debt : Medium to Long Duration,1.11,4.88,Nil
HSBC Mutual Fund,HSBC Debt Fund(G),DT-M&LD,Unrated,40.6,2.07,10-Dec-02,CRISIL Medium to Long Term Debt Index,35,35.54,34.32,-0.14,0.79,0.6,-0.4,0.97,3.48,4.61,6.06,0,-,-,-,-,-,-,4.87,3.92,7.33,-3.07,-1.19,-1.76,0.72,2.86,Debt : Medium to Long Duration,1.11,4.88,Nil
HSBC Mutual Fund,HSBC Equity Hybrid Fund-Reg(G),HY-EQ,3,464.5,2.47,22-Oct-18,CRISIL Hybrid 35+65 - Aggressive Index,15.4,16.58,13.84,-0.68,4.65,-0.8,-7.27,14.71,12.01,-,-,51,39,193380,53.55,9.99,5.94,Financials,-,-,-,-8.27,-0.65,-0.99,0.91,13.57,Hybrid : Equity Oriented,1.35,8.53,Nil upto 10% of units and 1% for remaining units on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Flexi Cap Fund(G),EQ-FLEX,3,405.5,2.5,24-Feb-04,NIFTY 500 - TRI,127.78,142.83,109.9,-1.11,7.32,-2.27,-8.16,21.81,15.48,7.97,13.19,46,51,132536,67.09,15.61,15.56,Financials,-,-,-,-3,-0.44,-0.68,1.02,19.59,Equity : Flexi Cap,-2.7,16.46,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Flexi Debt Fund(G),DT-DYN,Unrated,54.6,1.73,5-Oct-07,CRISIL Dynamic Debt Index,28.77,28.95,28.21,-0.03,0.89,0.67,0.36,1.34,3.66,4.66,6.36,0,-,-,-,-,-,-,3.58,2.82,6.97,-2.32,-1.17,-1.69,0.56,2.21,Debt : Dynamic Bond,2.02,5.08,Nil
HSBC Mutual Fund,HSBC Focused Equity Fund-Reg(G),EQ-MLC,Unrated,531.3,2.46,22-Jul-20,NIFTY 500 - TRI,15.89,17.21,13.47,-0.15,7.94,0.91,-7.83,23.28,-,-,-,33,27,203987,76.32,14.23,8.46,Financials,-,-,-,-2.27,-0.41,-0.64,1.04,19.74,Equity : Multi Cap,0.07,20.3,Nil upto 10% of units and 1% for remaining units on before 1Y
HSBC Mutual Fund,HSBC Global Emerging Markets Fund(G),FOF-OVR,Unrated,10.3,2.41,17-Mar-08,MSCI Emerging Market Index,15.15,20.36,14.76,-4.51,-11.53,-16.29,-24.71,-5.41,2.5,1.67,3.93,4,-,-,-,-,-,-,-,-,-,-32.21,-1.71,-2.7,0.15,18.87,FoFs : Overseas,-21.18,4.44,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Global Equity Climate Change FoF-Reg(G),FOF-OVR,Unrated,391.1,2.12,22-Mar-21,MSCI AC World Index,7.99,11.06,7.54,-2.39,-1.58,-11.5,-24.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-33.21,-1.33,-2.25,0.88,24.85,FoFs : Overseas,-21.18,4.44,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Infra Equity Fund(G),EQ-INFRA,4,116.7,2.56,23-Feb-06,S&P BSE India Infrastructure Index - TRI,27.07,28.86,22.3,-3.85,10.34,4.25,1.14,44.46,21.49,2.5,8.74,30,30,55717,46.01,30.07,22.49,Capital Goods,-,-,-,6.02,0.06,0.1,0.87,19.62,Equity : Sectoral - Infrastructure,5.4,20.87,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Large & Mid Cap Equity Fund-Reg(G),EQ-L&M,2,494.3,2.45,28-Mar-19,NIFTY LargeMidcap 250 - TRI,15.65,17.06,13.32,-0.89,7.17,0.43,-8.05,24.46,16.09,-,-,49,52,113581,56.46,36.59,4.94,Financials,-,-,-,-3.18,-0.45,-0.69,0.98,19.1,Equity : Large & Mid Cap,-1.58,18.24,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Large Cap Equity Fund(G),EQ-LC,2,754.1,2.43,10-Dec-02,NIFTY 100 - TRI,316.75,336.28,270.43,-0.58,7.04,2.93,-5.76,19.61,13.63,9.87,11.86,50,28,316868,89.88,5.68,-,Financials,-,-,-,-0.6,-0.33,-0.52,1.01,18.79,Equity : Large Cap,-3.51,14.3,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Low Duration Fund(G),DT-LOWD,2,189.2,0.62,17-Oct-06,CRISIL Low Duration Debt Index,17.03,17.03,16.51,0.3,1.07,1.63,3.17,3.26,3.38,2.73,5.42,0,-,-,-,-,-,-,0.55,0.53,6.83,0.53,0.85,1.11,0.1,0.57,Debt : Low Duration,3.28,4.97,Nil
HSBC Mutual Fund,HSBC Managed Solutions India-Conservative(G),FOF-DOM,Unrated,38.1,1.62,30-Apr-14,Crisil Composite Bond Fund Index,17.52,17.64,16.99,-0.06,1.45,1,0.37,3.9,5.07,4.83,-,12,-,-,-,-,-,-,-,-,-,-2.27,-0.98,-1.48,0.48,2.54,FoFs : Domestic,-3.72,13.95,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Managed Solutions India-Growth(G),FOF-DOM,Unrated,36.8,1.77,30-Apr-14,S&P BSE 200 - TRI,26.65,28.39,23.23,-0.73,6.68,1.4,-5.23,19.83,14.18,8.85,-,18,-,-,-,-,-,-,-,-,-,-6.93,-0.48,-0.75,0.93,15.29,FoFs : Domestic,-3.72,13.95,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Managed Solutions India-Moderate(G),FOF-DOM,Unrated,63.2,1.87,30-Apr-14,CRISIL Hybrid 35+65 - Aggressive Index,24.36,25.63,21.73,-0.57,5.57,1.29,-4.16,16.26,12.45,8.09,-,18,-,-,-,-,-,-,-,-,-,-6.2,-0.53,-0.83,0.82,12.41,FoFs : Domestic,-3.72,13.95,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Mid Cap Fund-Reg(G),EQ-MID,Unrated,1100.3,2.24,24-Sep-21,S&P BSE 150 MidCap - TRI,9.42,10.59,7.95,-2.36,7.6,-2.54,-6.82,-,-,-,-,36,48,29665,14.56,66.5,14.94,Financials,-,-,-,-3.28,-0.42,-0.63,0.85,19.25,Equity : Mid Cap,0.53,23.53,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Overnight Fund-Reg(G),DT-ON,3,1045.9,0.26,22-May-19,CRISIL Overnight Index,1135.35,1135.35,1091.38,0.46,1.31,2.35,4.03,3.53,3.58,-,-,0,-,-,-,-,-,-,0.01,0.01,6.06,0.5,5.26,6.69,-,0.1,Debt : Overnight,4.1,3.6,Nil
HSBC Mutual Fund,HSBC Regular Savings Fund(G),HY-DT(CO),Unrated,89.8,2.2,24-Feb-04,CRISIL Hybrid 85+15 - Conservative Index,45.93,46.73,43.76,-0.28,2.06,0.59,-1.51,6.42,6.67,5.54,7.7,0,31,211779,18.32,3.51,2.05,Financials,4.47,3.64,7.34,-3.73,-0.8,-1.23,0.76,5.09,Hybrid : Debt Oriented (Conservative),0.59,9.76,Nil
HSBC Mutual Fund,HSBC Short Duration Fund(G),DT-SD,1,159.4,0.79,10-Dec-02,Crisil Short Term Bond Fund Index,32.42,32.43,31.79,0.08,0.81,0.87,1.9,2.84,3.75,3.02,5.5,0,-,-,-,-,-,-,1.25,1.12,7.22,-0.76,-0.84,-1.07,0.21,1.01,Debt : Short Duration,2.89,5.39,Nil
HSBC Mutual Fund,HSBC Small Cap Equity Fund(G),EQ-SML,3,296.1,2.5,19-May-05,S&P BSE 250 Small Cap - TRI,81.24,97.13,68.02,-2,8.93,-5.26,-14.12,31.07,22.45,6.9,15.06,37,47,11374,1.43,24.94,68.15,Healthcare,-,-,-,-10.51,-0.74,-1.1,0.85,20.52,Equity : Small Cap,2.94,30.51,1% on or before 1Y Nil after 1Y
HSBC Mutual Fund,HSBC Tax Saver Equity Fund(G),EQ-ELSS,3,188.4,2.49,5-Jan-07,NIFTY 500 - TRI,56.18,60.36,47.91,-0.68,7.27,1.18,-6.35,24.27,15.47,8.66,13.5,39,38,159542,68.54,16.08,12.81,Financials,-,-,-,-0.86,-0.34,-0.53,1.02,19.31,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
HSBC Mutual Fund,HSBC Ultra Short Duration Fund-Reg(G),DT-USD,2,861.8,0.48,29-Jan-20,CRISIL Ultra Short Term Debt Index,1120.31,1120.31,1078.47,0.4,1.22,2.1,3.86,3.68,-,-,-,0,-,-,-,-,-,-,0.32,0.32,6.71,1.21,3.44,5.38,0.05,0.34,Debt : Ultra Short Duration,3.68,4.48,Nil
ICICI Prudential Mutual Fund,ICICI Pru All Seasons Bond Fund(G),DT-DYN,4,5855.2,1.38,20-Jan-10,NIFTY Composite Bond Index,29.91,29.92,28.76,0.25,2.19,2.93,3.59,4.53,7.13,6.91,9.27,0,-,-,-,-,-,-,5.63,1.63,7.28,1.11,0.44,0.66,0.48,2.02,Debt : Dynamic Bond,2.02,5.08,0.25% on or before 1M Nil after 1M
ICICI Prudential Mutual Fund,ICICI Pru Asset Allocator Fund(FOF)(G),FOF-DOM,Unrated,17432.3,1.35,18-Dec-03,CRISIL Hybrid 50+50 - Moderate Index,81.81,82.15,76.88,0.63,3.52,2.44,3.55,16.91,12.53,10.68,11.27,0,-,-,-,-,-,-,5.53,0.83,7.08,1.18,0.24,0.4,0.25,4.47,FoFs : Domestic,-3.72,13.95,Nil upto 10% of units and 1% for in excess units on or before 1Y and Nil after 1Y
ICICI Prudential Mutual Fund,ICICI Pru Balanced Advantage Fund(G),HY-DYN,3,42989.2,1.58,30-Dec-06,CRISIL Hybrid 50+50 - Moderate Index,51.99,52.24,47.71,0.39,4.34,4.38,4.89,16,12.1,9.94,12.29,21,70,267750,58.92,6.26,0.64,Financials,5.45,0.8,6.71,2.57,0.36,0.58,0.37,6.49,Hybrid : Dynamic Asset Allocation,1.18,10.47,Nil upto 10% of units and 1% for Excess units on or before 1Y Nil after 1Y
ICICI Prudential Mutual Fund,ICICI Pru Banking & Fin Serv Fund(G),EQ-FIN,3,5407.6,1.96,22-Aug-08,Nifty Financial Services - TRI,86.55,91.42,72.48,-1.9,8.93,4.36,-4.01,27.81,11.05,7.89,15.54,55,28,153124,67.66,10.52,15.14,Financials,-,-,-,0.98,-0.23,-0.36,0.98,19.39,Equity : Sectoral - Financial Services,-1.79,11.01,1% on or before 15D NIL after 15D
ICICI Prudential Mutual Fund,ICICI Pru Banking & PSU Debt Fund(G),DT-B&PSU,3,7887.1,0.8,1-Jan-10,CRISIL Banking and PSU Debt Index,26.76,26.76,25.79,0.4,1.84,2.48,3.73,4.42,6.19,6.4,7.99,0,-,-,-,-,-,-,6.26,1.61,7.19,1.11,0.83,1.25,0.19,1.24,Debt : Banking & PSU,2.42,5.6,Nil
ICICI Prudential Mutual Fund,ICICI Pru Bharat 22 FOF-(G),FOF-DOM,Unrated,56.8,0.09,29-Jun-18,S&P BSE Bharat 22 Index,15.81,16.24,12.64,-1.45,11.44,3.9,8.5,47.45,14.87,-,-,-,22,-,-,-,-,-,-,-,-,10.11,0.51,0.82,0.35,19.54,FoFs : Domestic,-3.72,13.95,Nil
ICICI Prudential Mutual Fund,ICICI Pru Bharat Consumption Fund(G),EQ-CONS,Unrated,1888,2.16,12-Apr-19,Nifty India Consumption - TRI,16.03,16.22,13.09,1.07,4.91,9.41,6.3,27.31,14.93,-,-,158,42,68540,47.57,19.66,14.56,FMCG,-,-,-,7.91,0.31,0.49,0.65,14.04,Equity : Thematic - Consumption,7.84,17.57,1% on or before 3M Nil after 3M
ICICI Prudential Mutual Fund,ICICI Pru Bluechip Fund(G),EQ-LC,4,32810,1.67,23-May-08,NIFTY 100 - TRI,67.11,68.86,58.51,0.22,7.27,2.74,-1.27,25.75,16.04,11.67,14.32,28,71,267494,80.7,8.61,0.66,Financials,-,-,-,2.77,-0.13,-0.2,0.87,16.31,Equity : Large Cap,-3.51,14.3,1% on or before 1Y NIL after 1Y
ICICI Prudential Mutual Fund,ICICI Pru Bond Fund(G),DT-M&LD,4,2432.4,1.18,18-Aug-08,CRISIL Medium to Long Term Debt Index,32.34,32.51,31.29,-0.02,1.73,2.22,2.19,2.83,5.82,6.1,7.6,0,-,-,-,-,-,-,5.74,2.77,7,-0.33,-0.23,-0.35,0.61,2.58,Debt : Medium to Long Duration,1.11,4.88,Nil
ICICI Prudential Mutual Fund,ICICI Pru Business Cycle Fund(G),EQ-THEM,Unrated,4857.4,1.93,18-Jan-21,NIFTY 500 - TRI,13.42,13.83,11.75,-0.3,6.01,2.6,1.06,-,-,-,-,64,64,158788,68.94,10.72,5.92,Financials,-,-,-,4.49,0.02,0.03,0.75,14.7,Equity : Thematic,7.27,15.07,1% on or before 1M Nil after 1M
ICICI Prudential Mutual Fund,ICICI Pru Child Care Fund-Gift Plan,HY-SOL,3,869.3,2.37,31-Aug-01,NIFTY 50 Hybrid Composite Debt 65:35 Index,196.17,203.23,175.89,-1.44,4.83,2.47,-0.05,18.84,12.12,9.3,11.96,77,45,70491,44.59,15.05,13.59,Financials,-,-,-,-1.18,-0.13,-0.21,0.67,11.76,Hybrid : Solution Oriented,-1.53,19.02,Nil
ICICI Prudential Mutual Fund,ICICI Pru Commodities Fund(G),EQ-THEM,Unrated,715.4,2.44,15-Oct-19,NIFTY COMMODITIES - TRI,24.62,26.85,20.96,-4.6,9.65,-6.38,-8.43,48.46,34.6,-,-,66,25,51339,51.47,28.25,16.61,Metals,-,-,-,0.15,-0.21,-0.32,0.96,24.35,Equity : Thematic,7.27,15.07,1% on or before 3M Nil after 3M
ICICI Prudential Mutual Fund,ICICI Pru Constant Maturity Gilt Fund(G),DT-GL10Y,Unrated,335.7,0.39,12-Sep-14,Crisil 10 Yr Gilt Index,19.51,19.87,18.89,-0.66,1.68,1.51,-0.03,1.63,5.48,7.13,-,0,-,-,-,-,-,-,9.44,6.66,7.38,-2.37,-0.59,-0.92,1.15,4.91,Debt : Gilt (10 Yr Constant Duration),-1.27,4.6,Nil
ICICI Prudential Mutual Fund,ICICI Pru Corp Bond Fund(G),DT-CORP,3,14781,0.58,11-Aug-09,CRISIL Corporate Bond Index,24.24,24.24,23.34,0.39,1.79,2.68,3.84,4.33,6.42,6.83,7.81,0,-,-,-,-,-,-,4.63,0.88,7.34,1.23,0.97,1.45,0.23,1.17,Debt : Corporate Bond,2.2,5.79,Nil
ICICI Prudential Mutual Fund,ICICI Pru Credit Risk Fund(G),DT-CR,5,7903.2,1.55,3-Dec-10,CRISIL Short Term Credit Risk Fund,25.68,25.69,24.58,0.26,1.34,2.28,4.48,5.81,7.26,7.18,8.07,0,-,-,-,-,-,-,2.1,1.21,8.54,1.92,1.43,2.11,0.23,1.27,Debt : Credit Risk,3.6,5.53,Nil upto 10% of units and 1% on remaining units on or before 1Y Nil after 1Y
ICICI Prudential Mutual Fund,ICICI Pru Debt Mgmt Fund(FOF)(G),FOF-DOM,Unrated,150.4,0.74,18-Dec-03,Crisil Composite Bond Fund Index,36.51,36.52,35.2,0.3,2.28,2.79,3.01,4.33,6.04,6.36,7.88,0,-,-,-,-,-,-,-,-,7.58,0.5,0.23,0.38,0.33,1.5,FoFs : Domestic,-3.72,13.95,0.25% on or before 15D Nil after 15D
ICICI Prudential Mutual Fund,ICICI Pru Dividend Yield Equity Fund(G),EQ-DIV,Unrated,1109.3,2.49,16-May-14,NIFTY 500 - TRI,28.08,28.68,24.25,0.97,9.1,1.99,1.44,37.7,21.39,9.84,-,51,37,133615,65.58,5.67,10.53,Financials,-,-,-,5.72,0.08,0.13,0.8,16.01,Equity : Thematic - Dividend Yield,-1.06,18.75,1% on or before 1Y Nil after 1Y
ICICI Prudential Mutual Fund,ICICI Pru Equity & Debt Fund(G),HY-EQ,5,20098.8,1.78,3-Nov-99,CRISIL Hybrid 35+65 - Aggressive Index,234.01,237.36,206.98,0.42,7.2,1.7,3.98,36.7,20.63,13.56,16.01,42,60,184670,57.86,4.66,2.89,Financials,6.03,1.19,6.88,3.33,0.24,0.39,0.34,12.78,Hybrid : Equity Oriented,1.35,8.53,Nil upto 30% of units and 1% for remaining units on or before 1Y Nil after 1Y
ICICI Prudential Mutual Fund,ICICI Pru Equity Savings Fund(G),HY-EQ,1,4993.1,1,5-Dec-14,NIFTY 50 Equity Savings Index,17.66,17.66,16.73,0.57,1.9,1.61,4.44,10.94,7.37,6.89,-,39,61,179642,60.96,3.16,0.12,Financials,2.61,0.37,6.32,1.74,0.68,1.13,0.05,2.55,Hybrid : Equity Oriented,1.35,8.53,Nil upto 10% of units and 0.25% for remaining units on or before 7D Nil after 7D
ICICI Prudential Mutual Fund,ICICI Pru Equity-Arbitrage Fund(G),HY-ARB,3,10980.6,0.96,30-Dec-06,Nifty 50 Arbitrage,28.45,28.45,27.37,0.45,1.19,1.98,3.82,3.84,4,4.89,6.33,116,146,148123,51.01,11.31,3.28,Financials,0.18,0.17,6.29,1.03,1.16,2.41,-0.02,0.89,Hybrid : Arbitrage,3.56,3.65,0.25% on or before 1M Nil after 1M
ICICI Prudential Mutual Fund,ICICI Pru ESG Fund(G),EQ-THEM,Unrated,1371.4,2.16,9-Oct-20,NIFTY100 ESG - TRI,13.23,14.19,11.5,0.92,7.41,1.46,-8.15,14.91,-,-,-,71,50,85250,52.94,16.59,17.63,Financials,-,-,-,-5.7,-0.65,-1.01,0.74,15.1,Equity : Thematic,7.27,15.07,1% on or before 12M Nil after 12M
ICICI Prudential Mutual Fund,ICICI Pru Exports & Services Fund(G),EQ-THEM,3,1043.6,2.4,30-Nov-05,S&P BSE 500 - TRI,95.34,95.74,83.94,2.08,7.84,2.93,2.34,28.88,19.69,11.27,18.22,136,41,116646,57.86,16.51,11.37,Financials,-,-,-,4.89,0.08,0.12,0.69,13.82,Equity : Thematic,7.27,15.07,1% on or before 15D Nil after 15D
ICICI Prudential Mutual Fund,ICICI Pru Flexicap Fund(G),EQ-FLEX,Unrated,11706.2,1.76,19-Jul-21,S&P BSE 500 - TRI,11.53,11.85,9.73,-0.43,7.2,7.9,3.99,-,-,-,-,29,56,164994,70.32,18.04,8.08,Financials,-,-,-,6.96,0.15,0.25,0.82,15.73,Equity : Flexi Cap,-2.7,16.46,1% on or before 12M Nil after 12M
ICICI Prudential Mutual Fund,ICICI Pru Floating Interest Fund(G),DT-FL,4,11106.4,1.29,17-Nov-05,CRISIL Low Duration Debt Index,346.46,346.54,334.55,0.56,2.71,2.73,3.07,4.41,5.98,6.4,7.52,0,-,-,-,-,-,-,9.23,0.64,7.1,0.45,0.3,0.52,0.13,1.33,Debt : Floater,3.09,5.61,Nil
